"Line","Station","Cruise","Year","Effort","Latitude","Longitude"
90,90,"CC0407",2004,3,31.41795,-121.99001
90,90,"CC0411",2004,6,31.41795,-121.99001
90,90,"CC0501",2005,3,31.41795,-121.99001
90,90,"CC0504",2005,5,31.41795,-121.99001
90,90,"CC0507",2005,4,31.41795,-121.99001
90,90,"CC0607",2006,3,31.41795,-121.99001
90,90,"CC0611",2006,4,31.41795,-121.99001
90,90,"CC0704",2007,3,31.41795,-121.99001
90,90,"CC0707",2007,3,31.41795,-121.99001
90,90,"CC0803",2008,4,31.41795,-121.99001
90,90,"CC1001",2010,3,31.41795,-121.99001
90,90,"CC1101",2011,3,31.41795,-121.99001
90,90,"CC1104",2011,3,31.41795,-121.99001
90,90,"CC1108",2011,2,31.41795,-121.99001
90,90,"CC1203",2012,3,31.41795,-121.99001
90,90,"CC1207",2012,7,31.41795,-121.99001
90,100,"CC0407",2004,4,31.08462,-122.66202
90,100,"CC0501",2005,4,31.08462,-122.66202
90,100,"CC0504",2005,5,31.08462,-122.66202
90,100,"CC0511",2005,4,31.08462,-122.66202
90,100,"CC0604",2006,3,31.08462,-122.66202
90,100,"CC0607",2006,4,31.08462,-122.66202
90,100,"CC0707",2007,4,31.08462,-122.66202
90,100,"CC0808",2008,4,31.08462,-122.66202
90,100,"CC0901",2009,4,31.08462,-122.66202
90,100,"CC0907",2009,3,31.08462,-122.66202
90,100,"CC0911",2009,5,31.08462,-122.66202
90,100,"CC1008",2010,4,31.08462,-122.66202
90,100,"CC1011",2010,3,31.08462,-122.66202
90,100,"CC1104",2011,2,31.08462,-122.66202
90,100,"CC1110",2011,4,31.08462,-122.66202
90,100,"CC1202",2012,3,31.08462,-122.66202
90,100,"CC1210",2012,3,31.08462,-122.66202
90,110,"CC0411",2004,4,30.75128,-123.33164
90,110,"CC0602",2006,3,30.75128,-123.33164
90,110,"CC0604",2006,4,30.75128,-123.33164
90,110,"CC0801",2008,4,30.75128,-123.33164
90,110,"CC0808",2008,4,30.75128,-123.33164
90,110,"CC0901",2009,1,30.75128,-123.33164
90,110,"CC0903",2009,2,30.75128,-123.33164
90,110,"CC0907",2009,3,30.75128,-123.33164
90,110,"CC1001",2010,4,30.75128,-123.33164
90,110,"CC1008",2010,4,30.75128,-123.33164
90,110,"CC1110",2011,4,30.75128,-123.33164
90,110,"CC1202",2012,7,30.75128,-123.33164
90,110,"CC1207",2012,5,30.75128,-123.33164
90,110,"CC1210",2012,4,30.75128,-123.33164
90,120,"CC0411",2004,6,30.41795,-123.99893
90,120,"CC0504",2005,4,30.41795,-123.99893
90,120,"CC0507",2005,2,30.41795,-123.99893
90,120,"CC0602",2006,4,30.41795,-123.99893
90,120,"CC0701",2007,4,30.41795,-123.99893
90,120,"CC0707",2007,3,30.41795,-123.99893
90,120,"CC0711",2007,4,30.41795,-123.99893
90,120,"CC0803",2008,4,30.41795,-123.99893
90,120,"CC0810",2008,4,30.41795,-123.99893
90,120,"CC1001",2010,4,30.41795,-123.99893
90,120,"CC1108",2011,3,30.41795,-123.99893
90,120,"CC1207",2012,6,30.41795,-123.99893
93,28,"CC0404",2004,4,32.91304,-117.39438
93,28,"CC0501",2005,4,32.91304,-117.39438
93,28,"CC0507",2005,4,32.91304,-117.39438
93,28,"CC0607",2006,2,32.91304,-117.39438
93,28,"CC1108",2011,2,32.91304,-117.39438
93,30,"CC0704",2007,4,32.84637,-117.53122
93,30,"CC0711",2007,4,32.84637,-117.53122
93,30,"CC0803",2008,3,32.84637,-117.53122
93,30,"CC1001",2010,3,32.84637,-117.53122
93,35,"CC0407",2004,4,32.67971,-117.87286
